Incident Date,Incident Type Code,Incident Type,Apparatus Name,Priority,District Name,Station,City,Shift
2023-07-21 19:29:43-05:00,131,Passenger vehicle fire,SLM4,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2023-07-23 00:13:27-05:00,131,Passenger vehicle fire,SLE7,Emergent,S706,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2023-07-23 13:53:53-05:00,111,Building fire,SLE1,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-07-23 13:53:53-05:00,111,Building fire,SLOPS1,Emergent Downgraded to Non-Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-07-23 13:53:53-05:00,111,Building fire,SLE6,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-07-23 13:53:53-05:00,111,Building fire,SLL4,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-07-23 13:53:53-05:00,111,Building fire,SLL2,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-07-23 13:53:53-05:00,111,Building fire,SLB1,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-07-23 13:53:53-05:00,111,Building fire,SLM6,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-07-23 13:53:53-05:00,111,Building fire,SLM7,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-07-27 10:14:07-05:00,131,Passenger vehicle fire,SLE1,Emergent,S101,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2023-07-29 16:08:53-05:00,111,Building fire,SLB1,Emergent,NEEDVILLE,Sugar Land Fire Station 6,FORT BEND COUNTY,B Shift
2023-07-29 16:08:53-05:00,111,Building fire,SLE6,Emergent,NEEDVILLE,Sugar Land Fire Station 6,FORT BEND COUNTY,B Shift
2023-08-04 10:31:28-05:00,111,Building fire,SLOPS1,Emergent,STAFFORD,Sugar Land Fire Station 2,STAFFORD,B Shift
2023-08-04 10:31:28-05:00,111,Building fire,SLB1,Emergent,STAFFORD,Sugar Land Fire Station 2,STAFFORD,B Shift
2023-08-04 10:31:28-05:00,111,Building fire,SLL2,Emergent,STAFFORD,Sugar Land Fire Station 2,STAFFORD,B Shift
2023-08-04 18:49:50-05:00,151,"Outside rubbish, trash or waste fire",SLE6,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-08-04 18:49:50-05:00,151,"Outside rubbish, trash or waste fire",SLM4,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-08-04 18:49:50-05:00,151,"Outside rubbish, trash or waste fire",SLM7,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-08-04 18:49:50-05:00,151,"Outside rubbish, trash or waste fire",SLB1,Non-Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-08-04 18:49:50-05:00,151,"Outside rubbish, trash or waste fire",SLFM59,Non-Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-08-08 15:30:59-05:00,132,Road freight or transport vehicle fire,SLE6,Emergent,S206,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-08-08 15:30:59-05:00,132,Road freight or transport vehicle fire,SLE7,Emergent,S206,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-08-09 12:22:04-05:00,140,"Natural vegetation fire, other",SLE7,Non-Emergent,S705,Sugar Land Fire Station 7,ETJ AREA,A Shift
2023-08-09 18:49:36-05:00,160,"Special outside fire, other",SLE5,Non-Emergent,S5M1,Sugar Land Fire Station 5,ETJ AREA,A Shift
2023-08-09 19:08:31-05:00,140,"Natural vegetation fire, other",SLE7,Emergent,S703,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2023-08-10 15:25:45-05:00,142,Brush or brush-and-grass mixture fire,SLE5,Emergent,S703,Sugar Land Fire Station 5,SUGAR LAND,B Shift
2023-08-10 11:22:30-05:00,111,Building fire,FD02,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-08-10 11:22:30-05:00,111,Building fire,SLSQD1,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-08-10 11:22:30-05:00,111,Building fire,SLE6,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-08-10 11:22:30-05:00,111,Building fire,SLL2,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-08-10 11:22:30-05:00,111,Building fire,SLOPS1,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-08-10 11:22:30-05:00,111,Building fire,SLB1,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-08-10 11:22:30-05:00,111,Building fire,SLE5,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-08-10 11:22:30-05:00,111,Building fire,SLE1,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-08-10 11:22:30-05:00,111,Building fire,SLM6,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-08-10 11:22:30-05:00,111,Building fire,SLE7,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-08-10 11:22:30-05:00,111,Building fire,SLE3,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-08-10 11:22:30-05:00,111,Building fire,FD03,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-08-10 11:22:30-05:00,111,Building fire,SLFM58,Non-Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-08-11 14:50:24-05:00,143,Grass fire,SLB1,Emergent,S501,Sugar Land Fire Station 5,SUGAR LAND,B Shift
2023-08-11 14:50:24-05:00,143,Grass fire,SLE5,Emergent,S501,Sugar Land Fire Station 5,SUGAR LAND,B Shift
2023-08-12 16:53:21-05:00,143,Grass fire,SLL4,Non-Emergent,S4S1,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2023-08-14 20:35:48-05:00,142,Brush or brush-and-grass mixture fire,SLE6,Emergent,S706,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-08-14 20:35:48-05:00,142,Brush or brush-and-grass mixture fire,SLE5,Emergent,S706,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-08-14 20:35:48-05:00,142,Brush or brush-and-grass mixture fire,SLE3,Emergent,S706,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-08-14 20:35:48-05:00,142,Brush or brush-and-grass mixture fire,SLL4,Emergent,S706,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-08-14 20:35:48-05:00,142,Brush or brush-and-grass mixture fire,SLM4,Emergent,S706,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-08-14 20:35:48-05:00,142,Brush or brush-and-grass mixture fire,SLB1,Emergent,S706,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-08-14 20:35:48-05:00,142,Brush or brush-and-grass mixture fire,SLE1,Emergent,S706,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-08-14 20:35:48-05:00,142,Brush or brush-and-grass mixture fire,SLOPS1,Emergent,S706,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-08-16 13:48:22-05:00,143,Grass fire,SLE6,Emergent,S701,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-08-16 13:48:22-05:00,143,Grass fire,SLE1,Emergent,S701,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-08-16 22:40:36-05:00,111,Building fire,SLE1,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2023-08-18 14:29:14-05:00,143,Grass fire,SLOPS1,Emergent,S503,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2023-08-18 14:29:14-05:00,143,Grass fire,SLL4,Emergent,S503,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2023-08-18 14:29:14-05:00,143,Grass fire,SLE7,Emergent,S503,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2023-08-18 13:49:49-05:00,111,Building fire,SLB1,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,C Shift
2023-08-18 13:49:49-05:00,111,Building fire,SLE3,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,C Shift
2023-08-18 13:49:49-05:00,111,Building fire,SLE5,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,C Shift
2023-08-18 13:49:49-05:00,111,Building fire,SLE7,Non-Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,C Shift
2023-08-18 13:49:49-05:00,111,Building fire,SLL4,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,C Shift
2023-08-19 14:47:53-05:00,140,"Natural vegetation fire, other",SLE3,Emergent,S3M2,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-08-20 07:27:49-05:00,143,Grass fire,SLE3,Emergent,S3M1,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-08-24 16:36:49-05:00,131,Passenger vehicle fire,SLL2,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-08-24 19:09:49-05:00,142,Brush or brush-and-grass mixture fire,SLE1,Emergent,S105,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2023-08-27 08:08:09-05:00,142,Brush or brush-and-grass mixture fire,SLL2,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-08-27 12:01:09-05:00,111,Building fire,SLL2,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-08-27 12:01:09-05:00,111,Building fire,SLM6,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-08-27 12:01:09-05:00,111,Building fire,SLOPS1,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-08-27 12:01:09-05:00,111,Building fire,SLB1,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-08-27 12:01:09-05:00,111,Building fire,SLE1,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-08-27 12:01:09-05:00,111,Building fire,SLL4,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-08-27 12:01:09-05:00,111,Building fire,SLM7,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-08-27 12:01:09-05:00,111,Building fire,SLE6,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-08-29 18:16:47-05:00,154,Dumpster or other outside trash receptacle fire,SLE5,Emergent,S502,Sugar Land Fire Station 5,ETJ AREA,B Shift
2023-08-30 18:49:05-05:00,151,"Outside rubbish, trash or waste fire",SLE7,Emergent,S605,Sugar Land Fire Station 7,ETJ AREA,C Shift
2023-08-31 13:54:25-05:00,143,Grass fire,SLE6,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2023-08-31 13:54:25-05:00,143,Grass fire,SLE5,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2023-08-31 13:54:25-05:00,143,Grass fire,SLE7,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2023-08-31 09:12:41-05:00,112,Fires in structure other than in a building,SLB1,Emergent,NORTHEAST,Sugar Land Fire Station 2,FORT BEND COUNTY,C Shift
2023-08-31 09:12:41-05:00,112,Fires in structure other than in a building,SLE1,Emergent,NORTHEAST,Sugar Land Fire Station 2,FORT BEND COUNTY,C Shift
2023-08-31 09:12:41-05:00,112,Fires in structure other than in a building,SLL4,Emergent,NORTHEAST,Sugar Land Fire Station 2,FORT BEND COUNTY,C Shift
2023-08-31 09:12:41-05:00,112,Fires in structure other than in a building,SLE2,Emergent,NORTHEAST,Sugar Land Fire Station 2,FORT BEND COUNTY,C Shift
2023-09-01 13:09:15-05:00,143,Grass fire,SLL4,Emergent,S1S1,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2023-09-01 15:33:27-05:00,140,"Natural vegetation fire, other",SLL4,Emergent,S1S1,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2023-09-01 03:28:06-05:00,132,Road freight or transport vehicle fire,SLE1,Emergent,S206,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2023-09-01 03:28:06-05:00,132,Road freight or transport vehicle fire,SLL4,Emergent,S206,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2023-09-01 03:28:06-05:00,132,Road freight or transport vehicle fire,SLOPS1,Emergent,S206,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2023-09-01 03:28:06-05:00,132,Road freight or transport vehicle fire,SLE7,Non-Emergent,S206,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2023-09-02 07:11:08-05:00,140,"Natural vegetation fire, other",SLE7,Emergent,S101,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2023-09-07 19:57:58-05:00,151,"Outside rubbish, trash or waste fire",SLE6,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,A Shift
2023-09-08 16:03:22-05:00,143,Grass fire,SLE7,Emergent,RICHMOND,Sugar Land Fire Station 7,ETJ AREA,A Shift
2023-09-08 16:03:22-05:00,143,Grass fire,SLE6,Emergent,RICHMOND,Sugar Land Fire Station 7,ETJ AREA,A Shift
2023-09-09 11:14:50-05:00,143,Grass fire,SLB1,Emergent,NEEDVILLE,Sugar Land Fire Station 5,FORT BEND COUNTY,B Shift
2023-09-09 11:14:50-05:00,143,Grass fire,SLE7,Emergent,NEEDVILLE,Sugar Land Fire Station 5,FORT BEND COUNTY,B Shift
2023-09-09 15:44:46-05:00,118,"Trash or rubbish fire, contained",SLL2,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-09-09 14:44:52-05:00,131,Passenger vehicle fire,SLE7,Emergent,S101,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2023-09-09 14:44:52-05:00,131,Passenger vehicle fire,SLE1,Emergent,S101,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2023-09-11 18:07:23-05:00,142,Brush or brush-and-grass mixture fire,SLE3,Emergent Downgraded to Non-Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-09-13 19:24:47-05:00,150,"Outside rubbish fire, other",SLB1,Emergent,S502,Sugar Land Fire Station 5,ETJ AREA,A Shift
2023-09-13 19:24:47-05:00,150,"Outside rubbish fire, other",SLE5,Emergent,S502,Sugar Land Fire Station 5,ETJ AREA,A Shift
2023-09-13 19:24:47-05:00,150,"Outside rubbish fire, other",SLE3,Non-Emergent,S502,Sugar Land Fire Station 5,ETJ AREA,A Shift
2023-09-18 09:54:25-05:00,111,Building fire,SLE7,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-09-18 09:54:25-05:00,111,Building fire,SLE6,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-09-18 09:54:25-05:00,111,Building fire,SLB1,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-09-18 09:54:25-05:00,111,Building fire,SLOPS1,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-09-18 09:54:25-05:00,111,Building fire,SLL2,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-09-18 09:54:25-05:00,111,Building fire,SLM1,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-09-18 09:54:25-05:00,111,Building fire,SLE1,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-09-18 09:54:25-05:00,111,Building fire,SLE3,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-09-19 11:24:06-05:00,131,Passenger vehicle fire,SLE6,Emergent,S607,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-09-20 19:36:50-05:00,111,Building fire,SLB1,Emergent,NORTHEAST,Sugar Land Fire Station 7,FORT BEND COUNTY,A Shift
2023-09-20 19:36:50-05:00,111,Building fire,SLE7,Emergent,NORTHEAST,Sugar Land Fire Station 7,FORT BEND COUNTY,A Shift
2023-09-22 08:16:14-05:00,160,"Special outside fire, other",SLE5,Emergent,S702,Sugar Land Fire Station 5,SUGAR LAND,B Shift
2023-09-23 11:20:11-05:00,113,"Cooking fire, confined to container",SLB1,Emergent,STAFFORD,Sugar Land Fire Station 2,Stafford,C Shift
2023-09-23 11:20:11-05:00,113,"Cooking fire, confined to container",SLL2,Emergent,STAFFORD,Sugar Land Fire Station 2,Stafford,C Shift
2023-09-23 06:04:43-05:00,131,Passenger vehicle fire,SLE6,Emergent,S604,Sugar Land Fire Station 6,ETJ AREA,B Shift
2023-09-25 22:01:48-05:00,131,Passenger vehicle fire,SLL2,Emergent,S202,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-09-29 06:02:38-05:00,140,"Natural vegetation fire, other",SLE7,Emergent,S703,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2023-09-30 17:09:36-05:00,142,Brush or brush-and-grass mixture fire,SLE7,Emergent,S703,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2023-10-01 21:08:03-05:00,111,Building fire,SLE1,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-10-01 21:08:03-05:00,111,Building fire,SLE5,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-10-01 21:08:03-05:00,111,Building fire,SLOPS1,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-10-01 21:08:03-05:00,111,Building fire,SLB1,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-10-01 21:08:03-05:00,111,Building fire,SLE3,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-10-01 21:08:03-05:00,111,Building fire,SLL4,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-10-01 21:08:03-05:00,111,Building fire,SLM4,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-10-01 21:08:03-05:00,111,Building fire,SLB2,Non-Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-10-03 13:34:49-05:00,111,Building fire,SLE5,Emergent,MISSOURI CITY,Sugar Land Fire Station 5,MISSOURI CITY,B Shift
2023-10-03 11:43:43-05:00,111,Building fire,SLB1,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,B Shift
2023-10-03 11:43:43-05:00,111,Building fire,SLE3,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,B Shift
2023-10-03 11:43:43-05:00,111,Building fire,SLE5,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,B Shift
2023-10-06 12:28:11-05:00,113,"Cooking fire, confined to container",SLL2,Emergent,S705,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2023-10-06 12:28:11-05:00,113,"Cooking fire, confined to container",SLM1,Emergent,S705,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2023-10-06 12:28:11-05:00,113,"Cooking fire, confined to container",SLL4,Emergent,S705,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2023-10-06 12:28:11-05:00,113,"Cooking fire, confined to container",SLOPS1,Emergent,S705,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2023-10-06 12:28:11-05:00,113,"Cooking fire, confined to container",SLB1,Emergent,S705,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2023-10-06 12:28:11-05:00,113,"Cooking fire, confined to container",SLE1,Emergent,S705,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2023-10-06 12:28:11-05:00,113,"Cooking fire, confined to container",SLE7,Emergent,S705,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2023-10-07 16:26:12-05:00,111,Building fire,SLB1,Non-Emergent Upgraded to Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,A Shift
2023-10-07 16:26:12-05:00,111,Building fire,SLE3,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,A Shift
2023-10-07 07:08:10-05:00,111,Building fire,SLOPS1,Emergent,NORTHEAST,Sugar Land Fire Station 2,FORT BEND COUNTY,A Shift
2023-10-07 07:08:10-05:00,111,Building fire,SLB1,Emergent,NORTHEAST,Sugar Land Fire Station 2,FORT BEND COUNTY,A Shift
2023-10-07 07:08:10-05:00,111,Building fire,SLL2,Emergent,NORTHEAST,Sugar Land Fire Station 2,FORT BEND COUNTY,A Shift
2023-10-08 11:58:51-05:00,111,Building fire,SLB1,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,A Shift
2023-10-08 11:58:51-05:00,111,Building fire,SLE3,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,A Shift
2023-10-08 19:01:23-05:00,131,Passenger vehicle fire,SLE1,Emergent,S105,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2023-10-08 19:01:23-05:00,131,Passenger vehicle fire,SLL2,Non-Emergent,S105,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2023-10-09 13:46:32-05:00,111,Building fire,SLB1,Emergent,NORTHEAST,Sugar Land Fire Station 2,FORT BEND COUNTY,B Shift
2023-10-09 13:46:32-05:00,111,Building fire,SLL2,Emergent,NORTHEAST,Sugar Land Fire Station 2,FORT BEND COUNTY,B Shift
2023-10-09 13:46:32-05:00,111,Building fire,SLOPS1,Emergent,NORTHEAST,Sugar Land Fire Station 2,FORT BEND COUNTY,B Shift
2023-10-14 20:43:15-05:00,111,Building fire,SLE5,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,A Shift
2023-10-14 20:43:15-05:00,111,Building fire,SLE1,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,A Shift
2023-10-14 20:43:15-05:00,111,Building fire,SLL4,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,A Shift
2023-10-14 20:43:15-05:00,111,Building fire,SLB1,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,A Shift
2023-10-14 20:43:15-05:00,111,Building fire,SLE6,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,A Shift
2023-10-14 20:43:15-05:00,111,Building fire,SLM6,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,A Shift
2023-10-14 20:43:15-05:00,111,Building fire,SLOPS1,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,A Shift
2023-10-14 20:43:15-05:00,111,Building fire,SLE7,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,A Shift
2023-10-15 11:44:07-05:00,142,Brush or brush-and-grass mixture fire,SLE6,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,B Shift
2023-10-16 19:41:50-05:00,162,Outside equipment fire,SLM1,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-10-16 19:41:50-05:00,162,Outside equipment fire,SLE5,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-10-16 19:41:50-05:00,162,Outside equipment fire,SLB1,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-10-16 19:41:50-05:00,162,Outside equipment fire,SLE1,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-10-16 19:41:50-05:00,162,Outside equipment fire,SLL4,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-10-16 19:41:50-05:00,162,Outside equipment fire,SLM4,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-10-16 19:41:50-05:00,162,Outside equipment fire,SLOPS1,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-10-16 19:41:50-05:00,162,Outside equipment fire,SLE3,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-10-16 00:23:20-05:00,111,Building fire,SLOPS1,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-10-16 00:23:20-05:00,111,Building fire,SLL4,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-10-16 00:23:20-05:00,111,Building fire,SLB1,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-10-16 00:23:20-05:00,111,Building fire,SLE5,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-10-16 00:23:20-05:00,111,Building fire,SLE7,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-10-16 00:23:20-05:00,111,Building fire,SLE6,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-10-16 00:23:20-05:00,111,Building fire,SLM6,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-10-20 06:08:41-05:00,113,"Cooking fire, confined to container",SLB1,Emergent,S705,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2023-10-20 06:08:41-05:00,113,"Cooking fire, confined to container",SLE1,Emergent,S705,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2023-10-20 06:08:41-05:00,113,"Cooking fire, confined to container",SLE7,Emergent,S705,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2023-10-20 15:19:44-05:00,131,Passenger vehicle fire,SLB1,Emergent,S4S1,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2023-10-20 15:19:44-05:00,131,Passenger vehicle fire,SLE3,Emergent,S4S1,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2023-10-20 15:19:44-05:00,131,Passenger vehicle fire,SLL4,Emergent,S4S1,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2023-10-20 15:19:44-05:00,131,Passenger vehicle fire,SLM4,Emergent,S4S1,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2023-10-23 13:09:22-05:00,132,Road freight or transport vehicle fire,SLE6,Emergent,S206,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2023-10-23 13:09:22-05:00,132,Road freight or transport vehicle fire,SLE7,Emergent,S206,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2023-10-23 13:09:22-05:00,132,Road freight or transport vehicle fire,SLOPS1,Emergent,S206,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2023-10-24 11:41:34-05:00,143,Grass fire,SLE1,Emergent,S1S1,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2023-10-25 08:36:09-05:00,140,"Natural vegetation fire, other",SLE7,Non-Emergent,S707,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2023-10-25 19:46:52-05:00,111,Building fire,SLB1,Emergent,HOUSTON,Sugar Land Fire Station 2,HOUSTON,A Shift
2023-10-25 19:46:52-05:00,111,Building fire,SLE1,Emergent,HOUSTON,Sugar Land Fire Station 2,HOUSTON,A Shift
2023-10-25 19:46:52-05:00,111,Building fire,SLOPS1,Emergent,HOUSTON,Sugar Land Fire Station 2,HOUSTON,A Shift
2023-10-25 19:46:52-05:00,111,Building fire,SLL2,Emergent,HOUSTON,Sugar Land Fire Station 2,HOUSTON,A Shift
2023-10-29 02:42:16-05:00,131,Passenger vehicle fire,SLOPS1,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-10-29 02:42:16-05:00,131,Passenger vehicle fire,SLL2,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-10-29 02:42:16-05:00,131,Passenger vehicle fire,SLM2,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-11-01 07:29:03-05:00,111,Building fire,SLB1,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-01 07:29:03-05:00,111,Building fire,SLE3,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
